Day,Time,Condition,Envir,Reading,PID,
T2,6:15:00,Blinds,RH,38.9,RR2,
T2,6:30:00,Blinds,RH,38.7,RR2,
T2,6:45:00,Blinds,RH,39,RR2,
T2,7:00:00,Blinds,RH,38.8,RR2,
T2,7:15:00,Blinds,RH,39.3,RR2,
T2,7:30:00,Blinds,RH,39.7,RR2,
T2,7:45:00,Blinds,RH,39.6,RR2,
T2,8:00:00,Blinds,RH,39.9,RR2,
T2,8:15:00,Blinds,RH,39.5,RR2,
T2,8:30:00,Blinds,RH,39.1,RR2,
T2,8:45:00,Blinds,RH,39.4,RR2,
T2,9:00:00,Blinds,RH,39.3,RR2,
T2,9:15:00,Blinds,RH,39.3,RR2,
T2,9:30:00,Blinds,RH,38.6,RR2,
T2,9:45:00,Blinds,RH,37.7,RR2,
T2,10:00:00,Blinds,RH,37.5,RR2,
T2,10:15:00,Blinds,RH,37.5,RR2,
T2,10:30:00,Blinds,RH,38.7,RR2,
T2,10:45:00,Blinds,RH,39.5,RR2,
T2,11:00:00,Blinds,RH,39.5,RR2,
T2,11:15:00,Blinds,RH,39.6,RR2,
T2,11:30:00,Blinds,RH,39.8,RR2,
T2,11:45:00,Blinds,RH,40.3,RR2,
T2,12:00:00,Blinds,RH,40.6,RR2,
T2,12:15:00,Blinds,RH,40.6,RR2,
T2,12:30:00,Blinds,RH,41,RR2,
T2,12:45:00,Blinds,RH,40.7,RR2,
T2,13:00:00,Blinds,RH,41.2,RR2,
T2,13:15:00,Blinds,RH,42.1,RR2,
T2,13:30:00,Blinds,RH,42.4,RR2,
T2,13:45:00,Blinds,RH,44.1,RR2,
T2,14:00:00,Blinds,RH,45.3,RR2,
T2,14:15:00,Blinds,RH,46.7,RR2,
T2,14:30:00,Blinds,RH,49.8,RR2,
T2,14:45:00,Blinds,RH,50.3,RR2,
T2,15:00:00,Blinds,RH,50,RR2,
T2,15:15:00,Blinds,RH,51,RR2,
T2,15:30:00,Blinds,RH,51.5,RR2,
T2,15:45:00,Blinds,RH,47.1,RR2,
T2,16:00:00,Blinds,RH,48.8,RR2,
T2,16:15:00,Blinds,RH,51.7,RR2,
T2,16:30:00,Blinds,RH,52.3,RR2,
T2,16:45:00,Blinds,RH,49.9,RR2,
T2,17:00:00,Blinds,RH,47.5,RR2,
T2,17:15:00,Blinds,RH,49,RR2,
T2,17:30:00,Blinds,RH,47.5,RR2,
T2,17:45:00,Blinds,RH,47.1,RR2,
T2,18:00:00,Blinds,RH,48.1,RR2,
T0,10:30:00,Blinds,RH,39.7,RR3,
T0,10:45:00,Blinds,RH,32.2,RR3,
T0,11:00:00,Blinds,RH,27.8,RR3,
T0,11:15:00,Blinds,RH,26.6,RR3,
T0,11:30:00,Blinds,RH,26.2,RR3,
T0,11:45:00,Blinds,RH,27.1,RR3,
T0,12:00:00,Blinds,RH,26.9,RR3,
T0,12:15:00,Blinds,RH,24.8,RR3,
T0,12:30:00,Blinds,RH,23.8,RR3,
T0,12:45:00,Blinds,RH,25.1,RR3,
T0,13:00:00,Blinds,RH,26.5,RR3,
T0,13:15:00,Blinds,RH,26.6,RR3,
T0,13:30:00,Blinds,RH,27,RR3,
T0,13:45:00,Blinds,RH,27,RR3,
T0,14:00:00,Blinds,RH,26.7,RR3,
T0,14:15:00,Blinds,RH,26.3,RR3,
T0,14:30:00,Blinds,RH,26.1,RR3,
T0,14:45:00,Blinds,RH,25.8,RR3,
T0,15:00:00,Blinds,RH,26.2,RR3,
T0,15:15:00,Blinds,RH,25.8,RR3,
T0,15:30:00,Blinds,RH,25.6,RR3,
T0,15:45:00,Blinds,RH,25.3,RR3,
T0,16:00:00,Blinds,RH,24.8,RR3,
T0,16:15:00,Blinds,RH,24.3,RR3,
T0,16:30:00,Blinds,RH,24.2,RR3,
T0,16:45:00,Blinds,RH,24.8,RR3,
T0,17:00:00,Blinds,RH,25.6,RR3,
T0,17:15:00,Blinds,RH,26.1,RR3,
T0,17:30:00,Blinds,RH,26.2,RR3,
T0,17:45:00,Blinds,RH,26.7,RR3,
T0,18:00:00,Blinds,RH,27.3,RR3,
T0,18:15:00,Blinds,RH,27.4,RR3,
T0,18:30:00,Blinds,RH,27.4,RR3,
T0,18:45:00,Blinds,RH,27.4,RR3,
T0,19:00:00,Blinds,RH,28.1,RR3,
T0,19:15:00,Blinds,RH,28.7,RR3,
T0,19:30:00,Blinds,RH,29,RR3,
T0,19:45:00,Blinds,RH,29,RR3,
T0,20:00:00,Blinds,RH,29.1,RR3,
T0,20:15:00,Blinds,RH,29.6,RR3,
T0,20:30:00,Blinds,RH,30,RR3,
T0,20:45:00,Blinds,RH,30.4,RR3,
T0,21:00:00,Blinds,RH,30.6,RR3,
T0,21:15:00,Blinds,RH,30.7,RR3,
T0,21:30:00,Blinds,RH,30.9,RR3,
T0,21:45:00,Blinds,RH,32.4,RR3,
T0,22:00:00,Blinds,RH,33.5,RR3,
T0,22:15:00,Blinds,RH,32.8,RR3,
T0,22:30:00,Blinds,RH,32.7,RR3,
T0,22:45:00,Blinds,RH,29.9,RR3,
T0,23:00:00,Blinds,RH,27.1,RR3,
T0,23:15:00,Blinds,RH,25.8,RR3,
T0,23:30:00,Blinds,RH,24.8,RR3,
T0,23:45:00,Blinds,RH,24.7,RR3,
T1,0:00:00,Blinds,RH,25.7,RR3,
T1,0:15:00,Blinds,RH,26.6,RR3,
T1,0:30:00,Blinds,RH,26.8,RR3,
T1,0:45:00,Blinds,RH,27.8,RR3,
T1,1:00:00,Blinds,RH,28.8,RR3,
T1,1:15:00,Blinds,RH,29.3,RR3,
T1,1:30:00,Blinds,RH,29,RR3,
T1,1:45:00,Blinds,RH,28.6,RR3,
T1,2:00:00,Blinds,RH,28.6,RR3,
T1,2:15:00,Blinds,RH,28.8,RR3,
T1,2:30:00,Blinds,RH,29.4,RR3,
T1,2:45:00,Blinds,RH,29.5,RR3,
T1,3:00:00,Blinds,RH,29.1,RR3,
T1,3:15:00,Blinds,RH,28.4,RR3,
T1,3:30:00,Blinds,RH,28.2,RR3,
T1,3:45:00,Blinds,RH,28.5,RR3,
T1,4:00:00,Blinds,RH,28.6,RR3,
T1,4:15:00,Blinds,RH,28.6,RR3,
T1,4:30:00,Blinds,RH,28.8,RR3,
T1,4:45:00,Blinds,RH,29,RR3,
T1,5:00:00,Blinds,RH,28.4,RR3,
T1,5:15:00,Blinds,RH,28,RR3,
T1,5:30:00,Blinds,RH,27.6,RR3,
T1,5:45:00,Blinds,RH,27.6,RR3,
T1,6:00:00,Blinds,RH,27,RR3,
T1,6:15:00,Blinds,RH,26.8,RR3,
T1,6:30:00,Blinds,RH,26.4,RR3,
T1,6:45:00,Blinds,RH,26.1,RR3,
T1,7:00:00,Blinds,RH,26.1,RR3,
T1,7:15:00,Blinds,RH,26.3,RR3,
T1,7:30:00,Blinds,RH,26.9,RR3,
T1,7:45:00,Blinds,RH,27.7,RR3,
T1,8:00:00,Blinds,RH,27.6,RR3,
T1,8:15:00,Blinds,RH,27,RR3,
T1,8:30:00,Blinds,RH,26.5,RR3,
T1,8:45:00,Blinds,RH,26.6,RR3,
T1,9:00:00,Blinds,RH,27.3,RR3,
T1,9:15:00,Blinds,RH,27.4,RR3,
T1,9:30:00,Blinds,RH,26.5,RR3,
T1,9:45:00,Blinds,RH,25.3,RR3,
T1,10:00:00,Blinds,RH,24.4,RR3,
T1,10:15:00,Blinds,RH,23.1,RR3,
T1,10:30:00,Blinds,RH,22.2,RR3,
T1,10:45:00,Blinds,RH,21,RR3,
T1,11:00:00,Blinds,RH,20.1,RR3,
T1,11:15:00,Blinds,RH,19.3,RR3,
T1,11:30:00,Blinds,RH,19.7,RR3,
T1,11:45:00,Blinds,RH,20.4,RR3,
T1,12:00:00,Blinds,RH,21.2,RR3,
T1,12:15:00,Blinds,RH,21.6,RR3,
T1,12:30:00,Blinds,RH,21.2,RR3,
T1,12:45:00,Blinds,RH,20.3,RR3,
T1,13:00:00,Blinds,RH,19.5,RR3,
T1,13:15:00,Blinds,RH,20,RR3,
T1,13:30:00,Blinds,RH,19.6,RR3,
T1,13:45:00,Blinds,RH,18.6,RR3,
T1,14:00:00,Blinds,RH,19.3,RR3,
T1,14:15:00,Blinds,RH,19,RR3,
T1,14:30:00,Blinds,RH,18.4,RR3,
T1,14:45:00,Blinds,RH,18.2,RR3,
T1,15:00:00,Blinds,RH,18,RR3,
T1,15:15:00,Blinds,RH,18.7,RR3,
T1,15:30:00,Blinds,RH,18.2,RR3,
T1,15:45:00,Blinds,RH,18.2,RR3,
T1,16:00:00,Blinds,RH,18.7,RR3,
T1,16:15:00,Blinds,RH,18.8,RR3,
T1,16:30:00,Blinds,RH,19.3,RR3,
T1,16:45:00,Blinds,RH,19.8,RR3,
T1,17:00:00,Blinds,RH,19.4,RR3,
T1,17:15:00,Blinds,RH,19.9,RR3,
T1,17:30:00,Blinds,RH,21.4,RR3,
T1,17:45:00,Blinds,RH,21.8,RR3,
T1,18:00:00,Blinds,RH,22.3,RR3,
T1,18:15:00,Blinds,RH,22.3,RR3,
T1,18:30:00,Blinds,RH,22.5,RR3,
T1,18:45:00,Blinds,RH,22.4,RR3,
T1,19:00:00,Blinds,RH,23.2,RR3,
T1,19:15:00,Blinds,RH,24.9,RR3,
T1,19:30:00,Blinds,RH,25.7,RR3,
T1,19:45:00,Blinds,RH,25.9,RR3,
T1,20:00:00,Blinds,RH,26.6,RR3,
T1,20:15:00,Blinds,RH,27.4,RR3,
T1,20:30:00,Blinds,RH,27.2,RR3,
T1,20:45:00,Blinds,RH,27.1,RR3,
T1,21:00:00,Blinds,RH,27,RR3,
T1,21:15:00,Blinds,RH,27.1,RR3,
T1,21:30:00,Blinds,RH,27,RR3,
T1,21:45:00,Blinds,RH,26.8,RR3,
T1,22:00:00,Blinds,RH,26.9,RR3,
T1,22:15:00,Blinds,RH,27.1,RR3,
T1,22:30:00,Blinds,RH,26.8,RR3,
T1,22:45:00,Blinds,RH,26.8,RR3,
T1,23:00:00,Blinds,RH,27.3,RR3,
T1,23:15:00,Blinds,RH,27.7,RR3,
T1,23:30:00,Blinds,RH,27.8,RR3,
T1,23:45:00,Blinds,RH,28.2,RR3,
T2,0:00:00,Blinds,RH,28.2,RR3,
T2,0:15:00,Blinds,RH,28.2,RR3,
T2,0:30:00,Blinds,RH,28.5,RR3,
T2,0:45:00,Blinds,RH,28.8,RR3,
T2,1:00:00,Blinds,RH,28.9,RR3,
T2,1:15:00,Blinds,RH,28.8,RR3,
T2,1:30:00,Blinds,RH,28.5,RR3,
T2,1:45:00,Blinds,RH,28.3,RR3,
T2,2:00:00,Blinds,RH,28.4,RR3,
T2,2:15:00,Blinds,RH,28.5,RR3,
T2,2:30:00,Blinds,RH,28.6,RR3,
T2,2:45:00,Blinds,RH,28.8,RR3,
T2,3:00:00,Blinds,RH,28.7,RR3,
T2,3:15:00,Blinds,RH,28.7,RR3,
T2,3:30:00,Blinds,RH,28.9,RR3,
T2,3:45:00,Blinds,RH,29,RR3,
T2,4:00:00,Blinds,RH,29.2,RR3,
T2,4:15:00,Blinds,RH,29.4,RR3,
T2,4:30:00,Blinds,RH,29.5,RR3,
T2,4:45:00,Blinds,RH,29.6,RR3,
T2,5:00:00,Blinds,RH,29.8,RR3,
T2,5:15:00,Blinds,RH,29.9,RR3,
T2,5:30:00,Blinds,RH,30.2,RR3,
T2,5:45:00,Blinds,RH,30.8,RR3,
T2,6:00:00,Blinds,RH,31.7,RR3,
T2,6:15:00,Blinds,RH,31.5,RR3,
T2,6:30:00,Blinds,RH,31.5,RR3,
T2,6:45:00,Blinds,RH,31.5,RR3,
T2,7:00:00,Blinds,RH,31.5,RR3,
T2,7:15:00,Blinds,RH,31.8,RR3,
T2,7:30:00,Blinds,RH,31.9,RR3,
T2,7:45:00,Blinds,RH,31.6,RR3,
T2,8:00:00,Blinds,RH,31.3,RR3,
T2,8:15:00,Blinds,RH,31.5,RR3,
T2,8:30:00,Blinds,RH,32,RR3,
T2,8:45:00,Blinds,RH,31.6,RR3,
T2,9:00:00,Blinds,RH,31.6,RR3,
T2,9:15:00,Blinds,RH,31.4,RR3,
T2,9:30:00,Blinds,RH,31.4,RR3,
T2,9:45:00,Blinds,RH,30.6,RR3,
T2,10:00:00,Blinds,RH,30.1,RR3,
T2,10:15:00,Blinds,RH,30.1,RR3,
T2,10:30:00,Blinds,RH,29.8,RR3,
T2,10:45:00,Blinds,RH,29.8,RR3,
T2,11:00:00,Blinds,RH,29,RR3,
T2,11:15:00,Blinds,RH,28.8,RR3,
T2,11:30:00,Blinds,RH,30.5,RR3,
T2,11:45:00,Blinds,RH,30.8,RR3,
T2,12:00:00,Blinds,RH,29.2,RR3,
T2,12:15:00,Blinds,RH,26.7,RR3,
T2,12:30:00,Blinds,RH,24.8,RR3,
T2,12:45:00,Blinds,RH,24.6,RR3,
T2,13:00:00,Blinds,RH,26,RR3,
T2,13:15:00,Blinds,RH,25.6,RR3,
T2,13:30:00,Blinds,RH,24.7,RR3,
T2,13:45:00,Blinds,RH,25.2,RR3,
T2,14:00:00,Blinds,RH,26.1,RR3,
T2,14:15:00,Blinds,RH,25.5,RR3,
T2,14:30:00,Blinds,RH,25.2,RR3,
T2,14:45:00,Blinds,RH,24.9,RR3,
T2,15:00:00,Blinds,RH,24.9,RR3,
T2,15:15:00,Blinds,RH,25,RR3,
T2,15:30:00,Blinds,RH,25.1,RR3,
T2,15:45:00,Blinds,RH,24.7,RR3,
T2,16:00:00,Blinds,RH,24.3,RR3,
T0,7:30:00,Blinds,RH,42.4,RR5,
T0,7:45:00,Blinds,RH,40.8,RR5,
T0,8:00:00,Blinds,RH,41,RR5,
T0,8:15:00,Blinds,RH,39.4,RR5,
T0,8:30:00,Blinds,RH,39,RR5,
T0,8:45:00,Blinds,RH,39,RR5,
T0,9:00:00,Blinds,RH,38.7,RR5,
T0,9:15:00,Blinds,RH,38.9,RR5,
T0,9:30:00,Blinds,RH,39.1,RR5,
T0,9:45:00,Blinds,RH,39.5,RR5,
T0,10:00:00,Blinds,RH,39.6,RR5,
T0,10:15:00,Blinds,RH,39.4,RR5,
T0,10:30:00,Blinds,RH,39.5,RR5,
T0,10:45:00,Blinds,RH,39.7,RR5,
T0,11:00:00,Blinds,RH,40,RR5,
T0,11:15:00,Blinds,RH,39.9,RR5,
T0,11:30:00,Blinds,RH,41.2,RR5,
T0,11:45:00,Blinds,RH,41.3,RR5,
T0,12:00:00,Blinds,RH,41.3,RR5,
T0,12:15:00,Blinds,RH,41.8,RR5,
T0,12:30:00,Blinds,RH,42.1,RR5,
T0,12:45:00,Blinds,RH,42.3,RR5,
T0,13:00:00,Blinds,RH,42.4,RR5,
T0,13:15:00,Blinds,RH,41.9,RR5,
T0,13:30:00,Blinds,RH,41.8,RR5,
T0,13:45:00,Blinds,RH,41.8,RR5,
T0,14:00:00,Blinds,RH,42,RR5,
T0,14:15:00,Blinds,RH,42.5,RR5,
T0,14:30:00,Blinds,RH,42.3,RR5,
T0,14:45:00,Blinds,RH,41.9,RR5,
T0,15:00:00,Blinds,RH,41.8,RR5,
T0,15:15:00,Blinds,RH,41.6,RR5,
T0,15:30:00,Blinds,RH,41.5,RR5,
T0,15:45:00,Blinds,RH,41.1,RR5,
T0,16:00:00,Blinds,RH,39.9,RR5,
T0,16:15:00,Blinds,RH,38,RR5,
T0,16:30:00,Blinds,RH,37.5,RR5,
T0,16:45:00,Blinds,RH,37.6,RR5,
T0,17:00:00,Blinds,RH,37.2,RR5,
T0,17:15:00,Blinds,RH,37.5,RR5,
T0,17:30:00,Blinds,RH,37.8,RR5,
T0,17:45:00,Blinds,RH,37.6,RR5,
T0,18:00:00,Blinds,RH,37.9,RR5,
T0,18:15:00,Blinds,RH,37.5,RR5,
T0,18:30:00,Blinds,RH,35.5,RR5,
T0,18:45:00,Blinds,RH,34.7,RR5,
T0,19:00:00,Blinds,RH,37.3,RR5,
T0,19:15:00,Blinds,RH,39.8,RR5,
T0,19:30:00,Blinds,RH,37.5,RR5,
T0,19:45:00,Blinds,RH,38.2,RR5,
T0,20:00:00,Blinds,RH,40.6,RR5,
T0,20:15:00,Blinds,RH,40.2,RR5,
T0,20:30:00,Blinds,RH,39,RR5,
T0,20:45:00,Blinds,RH,39.1,RR5,
T0,21:00:00,Blinds,RH,38.3,RR5,
T0,21:15:00,Blinds,RH,37.8,RR5,
T0,21:30:00,Blinds,RH,37.4,RR5,
T0,21:45:00,Blinds,RH,38,RR5,
T0,22:00:00,Blinds,RH,39.8,RR5,
T0,22:15:00,Blinds,RH,39.4,RR5,
T0,22:30:00,Blinds,RH,39.6,RR5,
T0,22:45:00,Blinds,RH,39.9,RR5,
T0,23:00:00,Blinds,RH,39.3,RR5,
T0,23:15:00,Blinds,RH,39.7,RR5,
T0,23:30:00,Blinds,RH,39.8,RR5,
T0,23:45:00,Blinds,RH,40,RR5,
T1,0:00:00,Blinds,RH,40.8,RR5,
T1,0:15:00,Blinds,RH,41.4,RR5,
T1,0:30:00,Blinds,RH,41.7,RR5,
T1,0:45:00,Blinds,RH,42.2,RR5,
T1,1:00:00,Blinds,RH,42.2,RR5,
T1,1:15:00,Blinds,RH,42.5,RR5,
T1,1:30:00,Blinds,RH,43.2,RR5,
T1,1:45:00,Blinds,RH,43.6,RR5,
T1,2:00:00,Blinds,RH,44,RR5,
T1,2:15:00,Blinds,RH,44.1,RR5,
T1,2:30:00,Blinds,RH,43.8,RR5,
T1,2:45:00,Blinds,RH,43.7,RR5,
T1,3:00:00,Blinds,RH,42.9,RR5,
T1,3:15:00,Blinds,RH,41.7,RR5,
T1,3:30:00,Blinds,RH,42.5,RR5,
T1,3:45:00,Blinds,RH,42.7,RR5,
T1,4:00:00,Blinds,RH,43,RR5,
T1,4:15:00,Blinds,RH,43.1,RR5,
T1,4:30:00,Blinds,RH,42.7,RR5,
T1,4:45:00,Blinds,RH,42.4,RR5,
T1,5:00:00,Blinds,RH,43.3,RR5,
T1,5:15:00,Blinds,RH,43.8,RR5,
T1,5:30:00,Blinds,RH,42.9,RR5,
T1,5:45:00,Blinds,RH,43.3,RR5,
T1,6:00:00,Blinds,RH,42.5,RR5,
T1,6:15:00,Blinds,RH,41.1,RR5,
T1,6:30:00,Blinds,RH,41.6,RR5,
T1,6:45:00,Blinds,RH,42.1,RR5,
T1,7:00:00,Blinds,RH,42,RR5,
T1,7:15:00,Blinds,RH,42.3,RR5,
T1,7:30:00,Blinds,RH,42.3,RR5,
T1,7:45:00,Blinds,RH,42.5,RR5,
T1,8:00:00,Blinds,RH,43.2,RR5,
T1,8:15:00,Blinds,RH,42.9,RR5,
T1,8:30:00,Blinds,RH,40.8,RR5,
T1,8:45:00,Blinds,RH,39.1,RR5,
T1,9:00:00,Blinds,RH,37.1,RR5,
T1,9:15:00,Blinds,RH,36,RR5,
T1,9:30:00,Blinds,RH,36.1,RR5,
T1,9:45:00,Blinds,RH,35.8,RR5,
T1,10:00:00,Blinds,RH,36.2,RR5,
T1,10:15:00,Blinds,RH,35.5,RR5,
T1,10:30:00,Blinds,RH,33.5,RR5,
T1,10:45:00,Blinds,RH,33.1,RR5,
T1,11:00:00,Blinds,RH,32,RR5,
T1,11:15:00,Blinds,RH,32.9,RR5,
T1,11:30:00,Blinds,RH,32.9,RR5,
T1,11:45:00,Blinds,RH,30.8,RR5,
T1,12:00:00,Blinds,RH,29.5,RR5,
T1,12:15:00,Blinds,RH,28.8,RR5,
T1,12:30:00,Blinds,RH,28.2,RR5,
T1,12:45:00,Blinds,RH,29,RR5,
T1,13:00:00,Blinds,RH,31.2,RR5,
T1,13:15:00,Blinds,RH,30.4,RR5,
T1,13:30:00,Blinds,RH,29,RR5,
T1,13:45:00,Blinds,RH,28.3,RR5,
T1,14:00:00,Blinds,RH,28.2,RR5,
T1,14:15:00,Blinds,RH,28.3,RR5,
T1,14:30:00,Blinds,RH,28.8,RR5,
T1,14:45:00,Blinds,RH,29.8,RR5,
T1,15:00:00,Blinds,RH,30.1,RR5,
T1,15:15:00,Blinds,RH,29.8,RR5,
T1,15:30:00,Blinds,RH,30.5,RR5,
T1,15:45:00,Blinds,RH,30.9,RR5,
T1,16:00:00,Blinds,RH,31.2,RR5,
T1,16:15:00,Blinds,RH,31.6,RR5,
T1,16:30:00,Blinds,RH,31.4,RR5,
T1,16:45:00,Blinds,RH,32.5,RR5,
T1,17:00:00,Blinds,RH,32.7,RR5,
T1,17:15:00,Blinds,RH,32,RR5,
T1,17:30:00,Blinds,RH,32.7,RR5,
T1,17:45:00,Blinds,RH,33,RR5,
T1,18:00:00,Blinds,RH,33.3,RR5,
T1,18:15:00,Blinds,RH,34,RR5,
T1,18:30:00,Blinds,RH,34.3,RR5,
T1,18:45:00,Blinds,RH,34.7,RR5,
T1,19:00:00,Blinds,RH,36.4,RR5,
T1,19:15:00,Blinds,RH,36.8,RR5,
T1,19:30:00,Blinds,RH,37.3,RR5,
T1,19:45:00,Blinds,RH,39.3,RR5,
T1,20:00:00,Blinds,RH,40.7,RR5,
T1,20:15:00,Blinds,RH,41.7,RR5,
T1,20:30:00,Blinds,RH,41.9,RR5,
T1,20:45:00,Blinds,RH,41.8,RR5,
T1,21:00:00,Blinds,RH,40.9,RR5,
T1,21:15:00,Blinds,RH,41.3,RR5,
T1,21:30:00,Blinds,RH,41.7,RR5,
T1,21:45:00,Blinds,RH,41.5,RR5,
T1,22:00:00,Blinds,RH,41.8,RR5,
T1,22:15:00,Blinds,RH,42.5,RR5,
T1,22:30:00,Blinds,RH,42.6,RR5,
T1,22:45:00,Blinds,RH,43.3,RR5,
T1,23:00:00,Blinds,RH,44.1,RR5,
T1,23:15:00,Blinds,RH,44.7,RR5,
T1,23:30:00,Blinds,RH,45.4,RR5,
T1,23:45:00,Blinds,RH,45.7,RR5,
T2,0:00:00,Blinds,RH,45.5,RR5,
T2,0:15:00,Blinds,RH,46.1,RR5,
T2,0:30:00,Blinds,RH,46.5,RR5,
T2,0:45:00,Blinds,RH,46.5,RR5,
T2,1:00:00,Blinds,RH,46.5,RR5,
T2,1:15:00,Blinds,RH,46.6,RR5,
T2,1:30:00,Blinds,RH,45.8,RR5,
T2,1:45:00,Blinds,RH,46.1,RR5,
T2,2:00:00,Blinds,RH,46.7,RR5,
T2,2:15:00,Blinds,RH,47,RR5,
T2,2:30:00,Blinds,RH,46.7,RR5,
T2,2:45:00,Blinds,RH,46.8,RR5,
T2,3:00:00,Blinds,RH,46.9,RR5,
T2,3:15:00,Blinds,RH,46.8,RR5,
T2,3:30:00,Blinds,RH,47.8,RR5,
T2,3:45:00,Blinds,RH,47.3,RR5,
T2,4:00:00,Blinds,RH,47.2,RR5,
T2,4:15:00,Blinds,RH,47.1,RR5,
T2,4:30:00,Blinds,RH,47.1,RR5,
T2,4:45:00,Blinds,RH,47.2,RR5,
T2,5:00:00,Blinds,RH,47.5,RR5,
T2,5:15:00,Blinds,RH,47.2,RR5,
T2,5:30:00,Blinds,RH,47.4,RR5,
T2,5:45:00,Blinds,RH,47.5,RR5,
T2,6:00:00,Blinds,RH,46.2,RR5,
T2,6:15:00,Blinds,RH,45.6,RR5,
T2,6:30:00,Blinds,RH,46,RR5,
T2,6:45:00,Blinds,RH,45.8,RR5,
T2,7:00:00,Blinds,RH,45.9,RR5,
T2,7:15:00,Blinds,RH,46.2,RR5,
T2,7:30:00,Blinds,RH,46.1,RR5,
T2,7:45:00,Blinds,RH,45.8,RR5,
T2,8:00:00,Blinds,RH,46.7,RR5,
T2,8:15:00,Blinds,RH,46.9,RR5,
T2,8:30:00,Blinds,RH,47.1,RR5,
T2,8:45:00,Blinds,RH,46.6,RR5,
T2,9:00:00,Blinds,RH,46.2,RR5,
T2,9:15:00,Blinds,RH,46.4,RR5,
T2,9:30:00,Blinds,RH,45.9,RR5,
T2,9:45:00,Blinds,RH,46,RR5,
T2,10:00:00,Blinds,RH,46.5,RR5,
T2,10:15:00,Blinds,RH,45.3,RR5,
T2,10:30:00,Blinds,RH,44.8,RR5,
T2,10:45:00,Blinds,RH,44.8,RR5,
T2,11:00:00,Blinds,RH,45,RR5,
T2,11:15:00,Blinds,RH,44.9,RR5,
T2,11:30:00,Blinds,RH,44.3,RR5,
T2,11:45:00,Blinds,RH,43.8,RR5,
T2,12:00:00,Blinds,RH,43.5,RR5,
T2,12:15:00,Blinds,RH,43,RR5,
T2,12:30:00,Blinds,RH,43.4,RR5,
T2,12:45:00,Blinds,RH,44.3,RR5,
T2,13:00:00,Blinds,RH,44.5,RR5,
T2,13:15:00,Blinds,RH,43.8,RR5,
T2,13:30:00,Blinds,RH,43.5,RR5,
T2,13:45:00,Blinds,RH,43.4,RR5,
T2,14:00:00,Blinds,RH,42.5,RR5,
T2,14:15:00,Blinds,RH,40.8,RR5,
T2,14:30:00,Blinds,RH,39.9,RR5,
T2,14:45:00,Blinds,RH,40.9,RR5,
T2,15:00:00,Blinds,RH,40.2,RR5,
T2,15:15:00,Blinds,RH,39.2,RR5,
T2,15:30:00,Blinds,RH,39.9,RR5,
T2,15:45:00,Blinds,RH,38.6,RR5,
T2,16:00:00,Blinds,RH,35.8,RR5,
T2,16:15:00,Blinds,RH,35.3,RR5,
T2,16:30:00,Blinds,RH,34.9,RR5,
T2,16:45:00,Blinds,RH,35.1,RR5,
T2,17:00:00,Blinds,RH,34,RR5,
T2,17:15:00,Blinds,RH,33.6,RR5,
T2,17:30:00,Blinds,RH,32.6,RR5,
T2,17:45:00,Blinds,RH,31,RR5,
T2,18:00:00,Blinds,RH,31.3,RR5,
T2,18:15:00,Blinds,RH,32.1,RR5,
T2,18:30:00,Blinds,RH,32.9,RR5,
T2,18:45:00,Blinds,RH,34.8,RR5,
T2,19:00:00,Blinds,RH,36.6,RR5,
T2,19:15:00,Blinds,RH,37.5,RR5,
T2,19:30:00,Blinds,RH,39.9,RR5,
T2,19:45:00,Blinds,RH,40.1,RR5,
T2,20:00:00,Blinds,RH,41,RR5,
T2,20:15:00,Blinds,RH,42.4,RR5,
T2,20:30:00,Blinds,RH,43.1,RR5,
T2,20:45:00,Blinds,RH,43.6,RR5,
T2,21:00:00,Blinds,RH,45.4,RR5,
T2,21:15:00,Blinds,RH,45.3,RR5,
T2,21:30:00,Blinds,RH,45.6,RR5,
T2,21:45:00,Blinds,RH,46.6,RR5,
T2,22:00:00,Blinds,RH,46.9,RR5,
T2,22:15:00,Blinds,RH,47.3,RR5,
T2,22:30:00,Blinds,RH,47.9,RR5,
T2,22:45:00,Blinds,RH,47.7,RR5,
T2,23:00:00,Blinds,RH,48.2,RR5,
T2,23:15:00,Blinds,RH,49,RR5,
T2,23:30:00,Blinds,RH,49,RR5,
T2,23:45:00,Blinds,RH,48.8,RR5,
T3,0:00:00,Blinds,RH,49.3,RR5,
T3,0:15:00,Blinds,RH,49.1,RR5,
T3,0:30:00,Blinds,RH,49.1,RR5,
T3,0:45:00,Blinds,RH,49.4,RR5,
T3,1:00:00,Blinds,RH,49,RR5,
T3,1:15:00,Blinds,RH,48.6,RR5,
T3,1:30:00,Blinds,RH,48.4,RR5,
T3,1:45:00,Blinds,RH,47.7,RR5,
T3,2:00:00,Blinds,RH,47.5,RR5,
T3,2:15:00,Blinds,RH,47.2,RR5,
T3,2:30:00,Blinds,RH,46.4,RR5,
T3,2:45:00,Blinds,RH,46.1,RR5,
T3,3:00:00,Blinds,RH,46,RR5,
T3,3:15:00,Blinds,RH,45.6,RR5,
T3,3:30:00,Blinds,RH,45.4,RR5,
T3,3:45:00,Blinds,RH,45.8,RR5,
T3,4:00:00,Blinds,RH,45.5,RR5,
T3,4:15:00,Blinds,RH,45.2,RR5,
T3,4:30:00,Blinds,RH,45.4,RR5,
T3,4:45:00,Blinds,RH,44.8,RR5,
T3,5:00:00,Blinds,RH,44.3,RR5,
